"C4R4MNOR"	"C4R4MSCL"	"C4R4MTSC"	"C4R4MTHT"	"C4R4MSET"	"C5R4MNR3"	"C5R4MSCL"	"C5R4MTSC"	"C5R4MTHT"	"C5R4MSET"	"P5MOMCOB"	"P5DADCOB"	"P4MOMCOB"	"P4DADCOB"	"P5MAGEUS"	"P5DAGEUS"	"P4MAGEUS"	"P4DAGEUS"	"P2CHPLAC"	"C1SCTOT"	"W1RACETH"	"P4HISPBD"	"P4ASIABD"	"P4HISPBD.1"	"P5MOMCOB.1"	"P4MOMCOB.1"	"R2_KAGE"	"GENDER"	"P1HFAMIL"	"P2HFAMIL"	"P1HPARNT"	"P2HPARNT"	"P1NUMSIB"	"P2NUMSIB"	"P2INCOME"	"P1HIG_2"	"S2CHCARE"	"U2REPEAT"	"F2CLASS"	"A2ATTOPN"	"P2ATTENP"	"P2PARGRP"	"T2INFMTS"	"C7SPORTS"	"C7ARTS"	"P2NOENGL"	"P4LIBRAR"	"P2MUSEUM"	"P2CONCRT"	"P3ARTSCI"	"P5ZOO"	"P5SPTEVT"	"S2KPUPRI"	"S2KPUPRI.1"	"BYCW0"	"BYPW0"	"BYCPTW0"	"BYCOMW0"	"P1PRIMPK"	"W3RACETH"	"RACE"
"2879"	13	65.91	54.553	0.704	0.142	9	92	48.53	1.222	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69	2	1	1	1	1	1	1	14000	14	1	-2	1	2	2	1	3	NA	NA	2	1	2	2	1	1	2	1	1	158.15384	235.15683	255.94376	192.07029	5	1	1
"2880"	4	29	28.028	-0.72	0.203	2	47.99	27.051	0.164	0.18	NA	NA	1	-1	NA	NA	-1	-1	1	-1	8	-1	-1	-1	NA	1	75.8	2	3	3	4	4	5	5	-8	-1	1	-2	1	2	2	1	2	NA	NA	2	2	2	1	2	NA	NA	1	1	158.15384	215.61866	261.87033	192.07029	0	NA	8
"2881"	11	52.04	47.201	0.301	0.144	3	64.87	37.614	0.684	0.141	1	1	1	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	1	68.3	2	1	1	1	1	2	2	40000	13	1	-2	1	2	2	1	3	NA	NA	2	2	2	1	2	2	2	1	1	158.15384	215.61866	261.87033	192.07029	0	2	2
"2882"	13	54.99	48.981	0.396	0.143	11	103.06	52.346	1.385	0.117	1	-1	1	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	1	76.43	2	2	2	1	1	0	0	10000	16	1	-2	1	2	1	1	3	NA	NA	2	1	1	2	1	1	1	1	1	158.15384	215.61866	261.87033	192.07029	7	2	2
"2883"	13	54.92	48.94	0.394	0.143	4	76.79	42.951	0.95	0.13	1	-1	1	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	1	77.23	1	3	3	4	4	3	3	11000	-1	1	-2	1	2	2	1	1	2	1	2	1	1	2	1	2	2	1	1	158.15384	215.61866	261.87033	192.07029	0	2	2
"2884"	12	51.85	47.08	0.296	0.144	10	103.62	52.542	1.397	0.117	1	-1	1	-1	-1	-1	-1	-1	1	-1	-9	-1	-1	-1	1	1	73.67	2	3	3	4	4	1	1	14000	-1	1	-2	3	5	2	1	1	1	2	2	2	1	1	1	2	2	1	1	182.73706	201.94509	265.43418	194.96619	6	8	8
"2885"	10	54.3	48.574	0.372	0.148	7	92.96	48.863	1.231	0.122	1	1	1	-1	-1	-1	-1	-1	NA	-1	1	-1	-1	-1	1	1	78.53	1	NA	NA	NA	NA	NA	NA	NA	NA	1	-2	3	5	NA	NA	1	1	3	NA	2	NA	NA	2	2	2	1	1	158.15384	0	0	0	NA	1	1
"2886"	16	83.51	61.226	1.053	0.153	11	116.06	57.05	1.599	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.57	2	1	1	1	1	1	1	-8	13	1	-2	3	5	2	1	3	1	1	2	1	1	1	1	1	1	1	1	158.15384	235.15683	255.94376	192.07029	6	1	1
"2887"	13	65.95	54.571	0.706	0.142	10	98.97	50.931	1.293	0.114	1	-1	1	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	1	71.4	1	3	3	4	4	1	1	24000	-1	1	-2	3	5	2	1	1	NA	NA	2	1	2	1	NA	1	1	1	1	158.15384	215.61866	261.87033	192.07029	1	2	2
"2888"	11	48.9	45.155	0.198	0.146	2	60.44	35.25	0.55	0.148	1	1	1	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	1	68.63	2	3	3	4	4	2	3	-8	-1	1	-2	3	5	2	1	1	3	4	2	2	1	1	1	1	2	1	1	158.15384	215.61866	261.87033	192.07029	4	2	2
"2889"	9	48.49	44.879	0.175	0.171	8	81.27	44.683	1.016	0.12	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.6	1	NA	4	NA	4	NA	0	-7	NA	1	-2	3	5	1	1	1	NA	NA	2	2	1	2	NA	1	2	1	1	158.15384	0	0	192.07029	NA	1	1
"2890"	10	45.55	42.786	0.064	0.149	5	65.58	37.972	0.702	0.14	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.3	2	1	1	1	1	2	2	-8	13	1	-2	3	5	2	1	1	1	1	2	2	2	2	2	2	2	1	1	158.15384	235.15683	255.94376	192.07029	1	1	1
"2891"	13	64.37	53.854	0.658	0.142	11	112.92	55.877	1.545	0.12	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.07	1	1	1	1	1	2	2	-8	13	1	-2	3	5	2	1	1	1	2	1	1	2	2	1	2	1	1	1	158.15384	235.15683	255.94376	192.07029	0	1	1
"2893"	14	90.52	63.482	1.172	0.161	14	124.1	60.186	1.715	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	3	-1	-1	-1	1	1	87.73	1	1	1	1	1	2	2	39000	11	1	-2	3	5	2	1	3	NA	NA	2	2	2	2	1	2	2	1	1	158.15384	235.15683	255.94376	192.07029	1	3	3
"2895"	14	61.77	52.608	0.585	0.141	9	90.95	48.166	1.21	0.122	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.3	2	1	1	1	1	2	2	-8	13	1	-2	3	5	2	1	1	1	1	2	2	2	2	2	2	2	1	1	158.15384	235.15683	255.94376	192.07029	1	1	1
"2897"	16	96.97	65.496	1.283	0.17	15	147.38	70.489	2.287	0.162	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	70.3	2	1	1	1	1	1	1	30000	14	1	-2	3	4	1	1	3	2	3	2	2	2	2	2	NA	NA	2	2	102.93388	84.99752	88.38117	103.23993	2	NA	1
"2898"	16	101.3	66.846	1.354	0.177	17	145.53	69.569	2.195	0.159	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.27	1	4	4	4	4	0	0	32000	-1	1	-2	3	4	1	1	3	2	3	2	1	1	2	2	2	2	2	2	102.93388	84.99752	88.38117	103.23993	1	1	1
"2899"	14	77.84	59.283	0.956	0.148	11	107.57	53.936	1.476	0.126	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	80.17	2	2	2	1	1	0	0	55000	12	1	-2	3	4	2	1	3	NA	NA	2	2	2	2	NA	2	2	2	2	102.93388	84.99752	88.38117	103.23993	4	1	1
"2900"	15	80.58	60.24	1.007	0.15	16	133.7	64.173	1.876	0.143	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.77	2	1	1	1	1	1	1	-7	18	1	-2	3	4	1	1	3	1	4	2	1	1	2	1	1	2	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2901"	14	78.77	59.612	0.974	0.148	10	109.63	54.674	1.498	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.7	2	1	1	1	1	3	3	-7	20	1	-2	3	4	2	1	3	3	4	2	2	1	1	1	1	1	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2902"	16	95.77	65.124	1.264	0.168	14	133.48	64.076	1.913	0.143	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.37	2	1	1	1	1	1	2	60000	17	1	-2	3	4	1	1	3	NA	NA	2	2	1	2	2	2	2	2	2	102.93388	84.99752	88.38117	103.23993	2	1	1
"2903"	13	68.85	55.827	0.769	0.143	16	128.25	61.876	1.797	0.14	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.17	2	1	1	1	1	2	2	-7	15	1	-2	3	4	1	1	3	2	3	2	2	2	2	2	2	1	2	2	102.93388	84.99752	88.38117	103.23993	0	1	1
"2904"	10	48.52	44.9	0.184	0.146	8	96.96	50.239	1.27	0.114	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.2	1	2	2	1	1	0	0	40000	19	1	-2	3	4	1	1	1	2	3	2	2	1	1	2	2	2	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2905"	13	64.33	53.833	0.658	0.142	9	105.8	53.307	1.469	0.128	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.47	2	1	1	1	1	1	1	96000	15	1	-2	3	4	1	1	3	3	2	1	2	1	1	1	1	1	2	2	102.93388	84.99752	88.38117	103.23993	1	1	1
"2906"	13	58.49	50.927	0.509	0.142	8	101.39	51.766	1.333	0.123	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.13	1	4	4	4	4	0	0	-7	-1	1	-2	3	4	2	1	1	NA	NA	2	2	1	1	NA	1	2	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2907"	13	66.26	54.707	0.713	0.142	12	118.28	57.899	1.645	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	80.8	1	1	1	1	1	1	1	-8	16	1	-2	3	4	1	1	3	3	4	2	2	1	2	1	1	1	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2908"	16	90.09	63.349	1.165	0.16	17	155.45	74.913	2.461	0.183	90	1	90	-1	11	-1	11	-1	1	-1	1	-1	-1	-1	90	90	77.53	2	1	1	1	1	2	2	-8	18	1	-2	3	4	1	1	3	3	2	2	1	1	2	1	2	1	2	2	102.93388	84.99752	88.38117	103.23993	0	1	1
"2909"	13	55.6	49.331	0.419	0.142	6	91.28	48.278	1.204	0.135	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.9	2	1	1	1	1	1	1	130000	22	1	-2	3	4	1	1	3	2	2	2	1	2	2	1	2	1	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2910"	11	53.53	48.119	0.345	0.143	13	113.23	55.991	1.549	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.93	2	1	1	1	1	2	2	-8	18	1	-2	3	4	1	1	1	2	3	2	1	2	2	2	2	2	2	2	102.93388	84.99752	88.38117	103.23993	0	1	1
"2911"	15	74.47	58.053	0.878	0.145	11	104.4	52.816	1.415	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.03	2	1	1	1	1	1	1	-8	17	1	-2	3	4	1	1	1	2	2	2	2	2	2	1	1	2	2	2	102.93388	84.99752	88.38117	103.23993	0	1	1
"2912"	15	78.34	59.46	0.966	0.148	14	119.02	58.182	1.65	0.137	NA	NA	1	-1	NA	NA	-1	-1	1	-1	-9	-1	-1	-1	NA	1	72.17	2	1	1	1	1	6	7	-8	-7	1	-2	3	4	1	1	1	NA	NA	2	1	1	1	2	NA	NA	2	2	102.93388	84.99752	88.38117	103.23993	0	NA	1
"2913"	13	59.3	51.354	0.528	0.142	7	90.2	47.902	1.192	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.7	2	1	1	1	1	2	2	36000	18	1	-2	3	4	1	1	3	-9	4	2	1	1	2	1	2	1	2	2	102.93388	84.99752	88.38117	103.23993	0	1	1
"2914"	13	81.88	60.681	1.026	0.151	15	133.83	64.226	1.976	0.144	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.3	1	1	1	1	1	3	3	-8	16	1	-2	3	4	1	1	3	2	4	2	1	2	2	2	2	1	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2915"	10	60.61	52.03	0.558	0.142	12	117.16	57.469	1.615	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	73.07	2	1	1	1	1	1	1	60000	16	1	-2	3	4	1	1	3	2	4	2	2	2	1	2	1	2	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2916"	14	76.57	58.825	0.926	0.147	15	142.56	68.146	2.154	0.154	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.9	1	1	1	1	1	3	3	-7	18	1	-2	3	4	2	1	3	NA	NA	2	2	1	2	2	2	1	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2917"	16	99.33	66.232	1.322	0.173	10	113.13	55.956	1.569	0.134	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	77.23	1	1	1	1	1	2	2	90000	19	1	-2	3	4	1	1	3	3	1	2	2	1	2	1	NA	NA	2	2	102.93388	84.99752	88.38117	103.23993	6	NA	1
"2918"	15	72.02	57.11	0.827	0.144	10	89.63	47.703	1.188	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	85.7	2	3	3	4	4	2	2	10000	-1	1	-2	3	4	2	1	3	NA	NA	2	2	1	1	1	1	1	2	2	102.93388	84.99752	88.38117	103.23993	1	1	1
"2919"	16	73.94	57.85	0.865	0.145	9	90.94	48.161	1.207	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	73.33	1	1	1	1	1	1	1	50000	17	1	-2	3	4	2	1	3	2	3	2	2	1	2	1	1	1	2	2	102.93388	84.99752	88.38117	103.23993	2	1	1
"2920"	13	69.04	55.905	0.774	0.143	12	119.07	58.202	1.653	0.137	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	73.27	2	1	1	1	1	2	2	-8	13	1	-2	3	4	2	1	3	NA	NA	2	2	2	2	2	NA	NA	2	2	102.93388	84.99752	88.38117	103.23993	6	NA	1
"2921"	11	52.19	47.296	0.307	0.144	11	99.67	51.173	1.329	0.114	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	82.8	2	1	1	1	1	1	1	45000	20	1	-2	3	4	1	1	3	2	1	2	2	1	2	1	2	1	2	2	102.93388	84.99752	88.38117	103.23993	6	1	1
"2925"	15	71.11	56.749	0.81	0.144	13	114.75	56.556	1.587	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.5	1	2	2	1	1	0	0	46000	18	1	NA	3	5	1	1	3	2	2	2	1	1	2	NA	2	1	2	2	58.91638	61.41455	63.79916	60.31554	6	1	1
"2926"	11	52.59	47.546	0.318	0.144	6	92.86	48.828	1.23	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.13	1	1	1	1	1	1	1	60000	13	1	NA	3	5	2	1	1	2	4	2	2	2	2	NA	2	1	2	2	58.91638	61.41455	63.79916	60.31554	6	1	1
"2929"	14	79.34	59.81	0.986	0.149	13	117.38	57.553	1.615	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.5	2	1	1	1	1	1	1	56000	13	1	NA	3	5	2	1	3	2	2	2	2	1	1	NA	2	1	2	2	58.91638	54.87105	57.20004	60.31554	6	1	1
"2931"	13	65.08	54.176	0.68	0.142	12	103.83	52.615	1.405	0.125	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	70.1	1	4	4	4	4	0	0	15000	-1	1	NA	3	5	2	1	3	NA	NA	2	2	2	2	NA	NA	NA	2	2	58.91638	61.41455	63.79916	60.31554	2	NA	1
"2933"	13	63.62	53.5	0.635	0.142	11	111.17	55.233	1.528	0.128	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	79.53	1	3	1	4	2	1	1	65000	-1	1	NA	3	5	2	1	3	NA	NA	2	2	2	1	NA	NA	NA	2	2	58.91638	61.41455	63.79916	60.31554	2	NA	1
"2934"	10	53.53	48.117	0.346	0.143	3	74.73	42.114	0.884	0.131	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	71.37	2	4	4	4	4	0	0	-8	-1	1	NA	3	5	2	1	3	1	3	2	2	1	2	NA	NA	NA	2	2	58.91638	54.87105	57.20004	60.31554	0	NA	1
"2935"	15	69.82	56.229	0.787	0.143	11	105.44	53.18	1.459	0.118	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.63	2	1	1	2	2	3	3	32000	17	1	NA	3	5	2	2	3	1	4	2	2	2	2	NA	2	2	2	2	58.91638	54.87105	57.20004	60.31554	0	1	1
"2936"	9	44.13	41.715	0.01	0.168	3	72.64	41.234	0.834	0.133	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.3	2	1	1	1	1	1	1	-8	13	1	NA	3	5	1	1	3	NA	NA	2	2	1	2	NA	1	1	2	2	58.91638	54.87105	57.20004	60.31554	6	1	1
"2937"	11	50.1	45.957	0.242	0.145	8	87.98	47.123	1.134	0.117	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	69.1	2	2	2	1	1	0	0	-8	13	1	NA	3	5	1	1	3	3	1	2	2	2	2	NA	NA	NA	2	2	58.91638	54.87105	57.20004	60.31554	6	NA	1
"2949"	16	76.2	58.69	0.919	0.147	12	129.8	62.517	1.807	0.141	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	73.47	2	1	1	1	1	1	1	44000	13	1	-2	1	5	1	1	1	NA	NA	2	1	2	1	2	NA	NA	2	2	124.58874	150.58195	134.39527	137.285	6	NA	1
"2950"	14	70.6	56.547	0.802	0.143	11	118.34	57.92	1.654	0.134	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.87	2	1	1	1	1	2	2	-7	13	1	-2	1	5	1	1	1	NA	NA	2	2	2	2	2	2	1	2	2	124.58874	150.58195	134.39527	137.285	6	1	1
"2953"	10	45.21	42.531	0.052	0.15	1	60.01	35.009	0.548	0.149	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.23	2	2	2	1	1	0	0	65000	19	1	-2	1	5	1	1	1	NA	NA	2	2	2	2	2	2	1	2	2	124.58874	150.58195	134.39527	137.285	6	1	1
"2954"	13	79.05	59.708	0.978	0.149	11	109.82	54.742	1.526	0.127	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	79.47	1	4	4	4	4	0	0	-8	-1	1	-2	1	5	2	1	1	NA	NA	2	1	1	1	2	NA	NA	2	2	142.9661	150.58195	191.38578	176.75997	6	NA	1
"2955"	15	93.86	64.528	1.233	0.165	15	133.28	63.992	1.965	0.143	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.23	2	1	1	1	1	1	1	-8	18	1	-2	1	5	2	1	1	NA	NA	2	1	2	2	1	2	1	2	2	124.58874	150.58195	134.39527	137.285	6	1	1
"2956"	12	62.12	52.78	0.594	0.141	6	80.74	44.485	1.012	0.128	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.37	1	1	1	1	1	1	1	-8	16	1	-2	1	5	2	1	1	1	4	2	2	1	1	2	1	1	2	2	142.9661	150.58195	191.38578	176.75997	6	1	1
"2957"	14	64.12	53.737	0.651	0.142	9	101.56	51.827	1.349	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.87	2	1	1	1	1	3	3	-8	14	1	-2	1	5	1	1	1	2	3	2	2	2	1	1	2	1	2	2	124.58874	150.58195	134.39527	137.285	6	1	1
"2959"	13	62.5	52.969	0.603	0.142	13	105.18	53.089	1.439	0.125	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.2	2	1	1	1	1	1	1	-8	13	1	-2	1	5	2	1	1	2	4	2	2	2	1	2	2	1	2	2	124.58874	150.58195	134.39527	137.285	4	1	1
"2960"	11	53.19	47.91	0.335	0.143	8	87.1	46.81	1.105	0.117	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.6	2	4	4	4	4	0	0	30000	-1	1	-2	1	5	1	1	1	NA	NA	2	1	1	1	2	1	2	2	2	124.58874	150.58195	134.39527	137.285	2	1	1
"2961"	10	49.09	45.286	0.206	0.146	6	88.45	47.288	1.133	0.127	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	79.63	1	1	1	1	1	2	2	28000	16	1	-2	1	5	1	1	1	3	1	2	2	2	2	2	1	2	2	2	142.9661	150.58195	191.38578	176.75997	3	1	1
"2962"	5	28.76	27.759	-0.709	0.203	5	76.15	42.694	0.933	0.13	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.6	1	2	2	1	1	0	0	-7	13	1	-2	1	5	1	1	1	1	2	2	1	2	2	2	2	2	2	2	142.9661	150.58195	191.38578	176.75997	2	1	1
"2963"	10	44.03	41.637	0.008	0.151	7	79.24	43.913	1.012	0.122	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.23	2	1	3	2	4	1	1	17000	11	1	-2	1	5	2	1	1	NA	NA	2	2	2	2	1	2	2	2	2	124.58874	150.58195	134.39527	137.285	0	1	1
"2964"	14	64.5	53.914	0.663	0.142	12	118.98	58.166	1.648	0.137	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.6	2	1	3	1	4	1	1	-8	16	1	-2	1	5	2	1	1	NA	NA	2	2	1	1	2	2	1	2	2	124.58874	150.58195	134.39527	137.285	0	1	1
"2965"	9	42.16	40.172	-0.103	0.167	2	61.25	35.701	0.578	0.147	1	1	1	-1	-1	-1	-1	-1	2	-1	1	-1	-1	-1	1	1	68.63	2	1	1	6	6	1	1	150000	18	1	NA	1	3	2	1	1	NA	NA	1	2	1	1	1	2	1	2	2	176.78164	180.42082	213.86989	217.8069	6	1	1
"2966"	12	55.57	49.312	0.417	0.142	8	89.04	47.497	1.151	0.116	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.13	2	4	4	4	4	0	0	-7	-1	1	NA	1	3	2	2	3	1	1	2	2	2	2	NA	2	2	2	2	176.78164	180.42082	213.86989	217.8069	6	1	1
"2968"	11	45.79	42.961	0.073	0.149	16	119.22	58.261	1.642	0.137	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	69.8	1	1	1	1	1	7	7	-7	22	1	NA	1	3	2	1	3	NA	NA	2	1	2	2	NA	NA	NA	2	2	176.78164	180.42082	313.80979	217.8069	6	NA	1
"2971"	16	96.61	65.384	1.277	0.169	15	135.48	64.944	1.928	0.145	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.9	1	1	1	1	1	1	1	150000	20	1	NA	1	3	2	1	2	NA	NA	2	2	1	2	1	2	1	2	2	176.78164	180.42082	313.80979	217.8069	6	1	1
"2973"	16	92.19	64.009	1.203	0.163	17	134.7	64.603	1.973	0.144	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.4	2	1	1	1	1	1	1	-8	18	1	NA	1	3	1	1	3	3	4	2	2	1	1	1	2	1	2	2	176.78164	180.42082	213.86989	217.8069	6	1	1
"2974"	13	74.71	58.14	0.881	0.146	9	103.98	52.666	1.393	0.124	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.2	2	1	1	1	1	1	1	-8	20	1	NA	1	3	2	1	1	2	3	2	2	2	2	1	2	2	2	2	176.78164	180.42082	213.86989	217.8069	6	1	1
"2976"	9	38.84	37.417	-0.231	0.165	1	63.86	37.097	0.653	0.142	NA	NA	1	-1	NA	NA	-1	-1	2	-1	1	-1	-1	-1	NA	1	67.57	2	1	1	6	6	1	1	-7	14	1	NA	1	3	2	1	1	NA	NA	2	2	2	2	NA	NA	NA	2	2	176.78164	180.42082	213.86989	217.8069	6	NA	1
"2978"	12	64.8	54.049	0.671	0.142	13	121.78	59.26	1.758	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	66.67	1	1	1	1	1	2	2	-8	18	1	NA	1	3	2	1	2	NA	NA	2	2	2	1	NA	2	1	2	2	176.78164	180.42082	313.80979	217.8069	3	1	1
"2979"	11	70.37	56.452	0.796	0.143	14	122.47	59.535	1.73	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	66	1	1	1	1	1	1	1	130000	18	1	NA	1	3	2	1	-9	NA	NA	2	2	2	1	NA	2	1	2	2	176.78164	180.42082	313.80979	217.8069	0	1	1
"2980"	13	63.37	53.385	0.627	0.142	11	104.79	52.951	1.415	0.125	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	67.53	1	3	3	4	4	1	1	78000	-1	1	NA	1	3	2	1	1	NA	NA	2	2	1	1	1	2	1	2	2	176.78164	180.42082	313.80979	217.8069	6	1	1
"2982"	11	55.88	49.494	0.428	0.142	11	90.46	47.996	1.2	0.116	214	214	214	-1	20	21	20	-1	1	44	5	-1	2	-1	214	214	72.03	2	1	1	1	1	1	1	-8	13	2	-2	1	2	2	1	3	1	4	2	1	1	1	2	1	1	1	1	93.24163	110.51168	126.21581	99.48154	6	5	5
"2983"	10	56.08	49.604	0.435	0.142	5	76.26	42.737	0.936	0.13	158	-1	158	-1	18	-1	18	-1	1	42	4	2	-1	2	158	158	76.47	2	1	1	2	2	2	2	34000	10	2	-2	1	2	2	2	3	1	3	2	2	2	2	2	1	2	1	1	251.07971	364.7154	327.32066	260.67209	4	4	4
"2984"	6	32.34	31.507	-0.518	0.204	3	66.1	38.227	0.708	0.139	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	67.27	1	2	2	2	2	0	0	35000	12	2	-2	1	2	1	1	1	1	1	2	1	2	2	1	2	2	1	1	251.07971	284.49272	307.13279	260.67209	6	1	1
"2986"	NA	NA	NA	NA	NA	3	55.04	32.004	0.398	0.159	1	1	NA	NA	-1	-1	NA	NA	1	23	NA	NA	NA	NA	1	NA	65.6	1	NA	1	NA	2	NA	1	-8	NA	2	-2	2	5	2	1	1	NA	NA	2	NA	2	2	NA	2	1	1	1	900	0	0	900	NA	3	3
"2988"	13	54.91	48.933	0.393	0.143	12	106.85	53.679	1.441	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.17	1	1	1	1	1	2	2	34000	18	2	-2	2	2	1	1	3	2	2	2	2	1	2	1	2	2	1	1	251.07971	284.49272	307.13279	260.67209	0	1	1
"2990"	11	48.24	44.707	0.172	0.147	5	74.71	42.106	0.884	0.131	1	-1	1	-1	-1	-1	-1	-1	1	-1	3	2	-1	2	1	1	83.2	1	3	3	4	4	3	3	18000	-1	2	-2	2	2	2	1	3	3	1	2	1	2	2	2	2	2	1	1	251.07971	364.7154	327.32066	260.67209	6	3	3
